"Laikotarpis","Rodiklis","Administracinė teritorija","Gyvenamoji vietovė","Matavimo vienetai","Reikšmė"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Jurbarko r. sav.","Miestas ir kaimas","asmenys","27204"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Jurbarko r. sav.","Miestas","asmenys","10944"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Jurbarko r. sav.","Kaimas","asmenys","16260"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Jurbarko r. sav.","Miestas ir kaimas","asmenys","26356"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Jurbarko r. sav.","Miestas","asmenys","10632"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Jurbarko r. sav.","Kaimas","asmenys","15724"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Jurbarko r. sav.","Miestas ir kaimas","asmenys","25772"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Jurbarko r. sav.","Miestas","asmenys","10389"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Jurbarko r. sav.","Kaimas","asmenys","15383"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Jurbarko r. sav.","Miestas ir kaimas","asmenys","25190"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Jurbarko r. sav.","Miestas","asmenys","10225"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Jurbarko r. sav.","Kaimas","asmenys","14965"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Jurbarko r. sav.","Miestas ir kaimas","asmenys","24506"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Jurbarko r. sav.","Miestas","asmenys","10073"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Jurbarko r. sav.","Kaimas","asmenys","14433"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Jurbarko r. sav.","Miestas ir kaimas","asmenys","24072"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Jurbarko r. sav.","Miestas","asmenys","9979"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Jurbarko r. sav.","Kaimas","asmenys","14093"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Pagėgių sav.","Miestas ir kaimas","asmenys","8569"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Pagėgių sav.","Miestas","asmenys","2067"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Pagėgių sav.","Kaimas","asmenys","6502"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Pagėgių sav.","Miestas ir kaimas","asmenys","8270"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Pagėgių sav.","Miestas","asmenys","1979"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Pagėgių sav.","Kaimas","asmenys","6291"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Pagėgių sav.","Miestas ir kaimas","asmenys","7886"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Pagėgių sav.","Miestas","asmenys","1838"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Pagėgių sav.","Kaimas","asmenys","6048"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Pagėgių sav.","Miestas ir kaimas","asmenys","7665"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Pagėgių sav.","Miestas","asmenys","1768"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Pagėgių sav.","Kaimas","asmenys","5897"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Pagėgių sav.","Miestas ir kaimas","asmenys","7426"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Pagėgių sav.","Miestas","asmenys","1767"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Pagėgių sav.","Kaimas","asmenys","5659"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Pagėgių sav.","Miestas ir kaimas","asmenys","7247"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Pagėgių sav.","Miestas","asmenys","1737"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Pagėgių sav.","Kaimas","asmenys","5510"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Pagėgių sav.","Miestas ir kaimas","asmenys","6994"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Pagėgių sav.","Miestas","asmenys","1682"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Pagėgių sav.","Kaimas","asmenys","5312"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Šilalės r. sav.","Miestas ir kaimas","asmenys","24650"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Šilalės r. sav.","Miestas","asmenys","5427"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Šilalės r. sav.","Kaimas","asmenys","19223"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Šilalės r. sav.","Miestas ir kaimas","asmenys","24150"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Šilalės r. sav.","Miestas","asmenys","5243"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Šilalės r. sav.","Kaimas","asmenys","18907"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Šilalės r. sav.","Miestas ir kaimas","asmenys","23399"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Šilalės r. sav.","Miestas","asmenys","4995"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Šilalės r. sav.","Kaimas","asmenys","18404"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Šilalės r. sav.","Miestas ir kaimas","asmenys","22748"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Šilalės r. sav.","Miestas","asmenys","4826"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Šilalės r. sav.","Kaimas","asmenys","17922"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Šilalės r. sav.","Miestas ir kaimas","asmenys","22135"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Šilalės r. sav.","Miestas","asmenys","4681"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Šilalės r. sav.","Kaimas","asmenys","17454"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Šilalės r. sav.","Miestas ir kaimas","asmenys","21699"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Šilalės r. sav.","Miestas","asmenys","4636"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Šilalės r. sav.","Kaimas","asmenys","17063"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Šilalės r. sav.","Miestas ir kaimas","asmenys","21212"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Šilalės r. sav.","Miestas","asmenys","4601"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Šilalės r. sav.","Kaimas","asmenys","16611"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Tauragės r. sav.","Miestas ir kaimas","asmenys","40993"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Tauragės r. sav.","Miestas","asmenys","24705"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Tauragės r. sav.","Kaimas","asmenys","16288"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Tauragės r. sav.","Miestas ir kaimas","asmenys","40447"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Tauragės r. sav.","Miestas","asmenys","24419"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Tauragės r. sav.","Kaimas","asmenys","16028"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Tauragės r. sav.","Miestas ir kaimas","asmenys","39339"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Tauragės r. sav.","Miestas","asmenys","23720"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Tauragės r. sav.","Kaimas","asmenys","15619"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Tauragės r. sav.","Miestas ir kaimas","asmenys","38597"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Tauragės r. sav.","Miestas","asmenys","23293"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Tauragės r. sav.","Kaimas","asmenys","15304"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Tauragės r. sav.","Miestas ir kaimas","asmenys","37982"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Tauragės r. sav.","Miestas","asmenys","23022"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Tauragės r. sav.","Kaimas","asmenys","14960"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Tauragės r. sav.","Miestas ir kaimas","asmenys","37615"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Tauragės r. sav.","Miestas","asmenys","22856"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Tauragės r. sav.","Kaimas","asmenys","14759"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Tauragės r. sav.","Miestas ir kaimas","asmenys","37089"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Tauragės r. sav.","Miestas","asmenys","22595"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Tauragės r. sav.","Kaimas","asmenys","14494"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Telšių apskritis","Miestas ir kaimas","asmenys","142271"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Telšių apskritis","Miestas","asmenys","85190"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Telšių apskritis","Kaimas","asmenys","57081"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Telšių apskritis","Miestas ir kaimas","asmenys","139798"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Telšių apskritis","Miestas","asmenys","83359"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Telšių apskritis","Kaimas","asmenys","56439"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Telšių apskritis","Miestas ir kaimas","asmenys","135613"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Telšių apskritis","Miestas","asmenys","80429"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Telšių apskritis","Kaimas","asmenys","55184"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Telšių apskritis","Miestas ir kaimas","asmenys","133100"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Telšių apskritis","Miestas","asmenys","78695"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Telšių apskritis","Kaimas","asmenys","54405"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Telšių apskritis","Miestas ir kaimas","asmenys","131247"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Telšių apskritis","Miestas","asmenys","78018"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Telšių apskritis","Kaimas","asmenys","53229"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Telšių apskritis","Miestas ir kaimas","asmenys","130166"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Telšių apskritis","Miestas","asmenys","77376"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Telšių apskritis","Kaimas","asmenys","52790"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Telšių apskritis","Miestas ir kaimas","asmenys","128364"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Telšių apskritis","Miestas","asmenys","76215"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Telšių apskritis","Kaimas","asmenys","52149"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Mažeikių r. sav.","Miestas ir kaimas","asmenys","55085"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Mažeikių r. sav.","Miestas","asmenys","38142"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Mažeikių r. sav.","Kaimas","asmenys","16943"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Mažeikių r. sav.","Miestas ir kaimas","asmenys","54159"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Mažeikių r. sav.","Miestas","asmenys","37392"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Mažeikių r. sav.","Kaimas","asmenys","16767"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Mažeikių r. sav.","Miestas ir kaimas","asmenys","52699"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Mažeikių r. sav.","Miestas","asmenys","36301"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Mažeikių r. sav.","Kaimas","asmenys","16398"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Mažeikių r. sav.","Miestas ir kaimas","asmenys","51847"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Mažeikių r. sav.","Miestas","asmenys","35628"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Mažeikių r. sav.","Kaimas","asmenys","16219"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Mažeikių r. sav.","Miestas ir kaimas","asmenys","51253"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Mažeikių r. sav.","Miestas","asmenys","35644"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Mažeikių r. sav.","Kaimas","asmenys","15609"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Mažeikių r. sav.","Miestas ir kaimas","asmenys","50963"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Mažeikių r. sav.","Miestas","asmenys","35369"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Mažeikių r. sav.","Kaimas","asmenys","15594"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Mažeikių r. sav.","Miestas ir kaimas","asmenys","50456"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Mažeikių r. sav.","Miestas","asmenys","34963"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Mažeikių r. sav.","Kaimas","asmenys","15493"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Plungės r. sav.","Miestas ir kaimas","asmenys","35734"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Plungės r. sav.","Miestas","asmenys","18723"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Plungės r. sav.","Kaimas","asmenys","17011"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Plungės r. sav.","Miestas ir kaimas","asmenys","35227"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Plungės r. sav.","Miestas","asmenys","18374"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Plungės r. sav.","Kaimas","asmenys","16853"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Plungės r. sav.","Miestas ir kaimas","asmenys","34111"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Plungės r. sav.","Miestas","asmenys","17542"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Plungės r. sav.","Kaimas","asmenys","16569"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Plungės r. sav.","Miestas ir kaimas","asmenys","33490"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Plungės r. sav.","Miestas","asmenys","17110"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Plungės r. sav.","Kaimas","asmenys","16380"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Plungės r. sav.","Miestas ir kaimas","asmenys","33112"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Plungės r. sav.","Miestas","asmenys","16810"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Plungės r. sav.","Kaimas","asmenys","16302"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Plungės r. sav.","Miestas ir kaimas","asmenys","32864"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Plungės r. sav.","Miestas","asmenys","16691"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Plungės r. sav.","Kaimas","asmenys","16173"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Plungės r. sav.","Miestas ir kaimas","asmenys","32424"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Plungės r. sav.","Miestas","asmenys","16380"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Plungės r. sav.","Kaimas","asmenys","16044"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Rietavo sav.","Miestas ir kaimas","asmenys","7988"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Rietavo sav.","Miestas","asmenys","3459"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Rietavo sav.","Kaimas","asmenys","4529"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Rietavo sav.","Miestas ir kaimas","asmenys","7837"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Rietavo sav.","Miestas","asmenys","3353"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Rietavo sav.","Kaimas","asmenys","4484"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Rietavo sav.","Miestas ir kaimas","asmenys","7599"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Rietavo sav.","Miestas","asmenys","3233"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Rietavo sav.","Kaimas","asmenys","4366"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Rietavo sav.","Miestas ir kaimas","asmenys","7466"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Rietavo sav.","Miestas","asmenys","3195"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Rietavo sav.","Kaimas","asmenys","4271"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Rietavo sav.","Miestas ir kaimas","asmenys","7325"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Rietavo sav.","Miestas","asmenys","3185"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Rietavo sav.","Kaimas","asmenys","4140"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Rietavo sav.","Miestas ir kaimas","asmenys","7209"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Rietavo sav.","Miestas","asmenys","3135"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Rietavo sav.","Kaimas","asmenys","4074"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Rietavo sav.","Miestas ir kaimas","asmenys","7092"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Rietavo sav.","Miestas","asmenys","3085"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Rietavo sav.","Kaimas","asmenys","4007"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Telšių r. sav.","Miestas ir kaimas","asmenys","43464"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Telšių r. sav.","Miestas","asmenys","24866"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Telšių r. sav.","Kaimas","asmenys","18598"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Telšių r. sav.","Miestas ir kaimas","asmenys","42575"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Telšių r. sav.","Miestas","asmenys","24240"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Telšių r. sav.","Kaimas","asmenys","18335"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Telšių r. sav.","Miestas ir kaimas","asmenys","41204"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Telšių r. sav.","Miestas","asmenys","23353"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Telšių r. sav.","Kaimas","asmenys","17851"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Telšių r. sav.","Miestas ir kaimas","asmenys","40297"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Telšių r. sav.","Miestas","asmenys","22762"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Telšių r. sav.","Kaimas","asmenys","17535"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Telšių r. sav.","Miestas ir kaimas","asmenys","39557"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Telšių r. sav.","Miestas","asmenys","22379"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Telšių r. sav.","Kaimas","asmenys","17178"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Telšių r. sav.","Miestas ir kaimas","asmenys","39130"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Telšių r. sav.","Miestas","asmenys","22181"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Telšių r. sav.","Kaimas","asmenys","16949"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Telšių r. sav.","Miestas ir kaimas","asmenys","38392"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Telšių r. sav.","Miestas","asmenys","21787"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Telšių r. sav.","Kaimas","asmenys","16605"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Utenos apskritis","Miestas ir kaimas","asmenys","138760"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Utenos apskritis","Miestas","asmenys","77494"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Utenos apskritis","Kaimas","asmenys","61266"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Utenos apskritis","Miestas ir kaimas","asmenys","135504"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Utenos apskritis","Miestas","asmenys","75890"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Utenos apskritis","Kaimas","asmenys","59614"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Utenos apskritis","Miestas ir kaimas","asmenys","131316"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Utenos apskritis","Miestas","asmenys","73367"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Utenos apskritis","Kaimas","asmenys","57949"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Utenos apskritis","Miestas ir kaimas","asmenys","128235"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Utenos apskritis","Miestas","asmenys","71723"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Utenos apskritis","Kaimas","asmenys","56512"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Utenos apskritis","Miestas ir kaimas","asmenys","125945"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Utenos apskritis","Miestas","asmenys","70789"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Utenos apskritis","Kaimas","asmenys","55156"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Utenos apskritis","Miestas ir kaimas","asmenys","124214"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Utenos apskritis","Miestas","asmenys","70200"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Utenos apskritis","Kaimas","asmenys","54014"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Utenos apskritis","Miestas ir kaimas","asmenys","122340"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Utenos apskritis","Miestas","asmenys","69178"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Utenos apskritis","Kaimas","asmenys","53162"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Anykščių r. sav.","Miestas ir kaimas","asmenys","26077"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Anykščių r. sav.","Miestas","asmenys","10713"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Anykščių r. sav.","Kaimas","asmenys","15364"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Anykščių r. sav.","Miestas ir kaimas","asmenys","25409"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Anykščių r. sav.","Miestas","asmenys","10381"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Anykščių r. sav.","Kaimas","asmenys","15028"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Anykščių r. sav.","Miestas ir kaimas","asmenys","24455"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Anykščių r. sav.","Miestas","asmenys","9890"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Anykščių r. sav.","Kaimas","asmenys","14565"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Anykščių r. sav.","Miestas ir kaimas","asmenys","23879"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Anykščių r. sav.","Miestas","asmenys","9666"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Anykščių r. sav.","Kaimas","asmenys","14213"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Anykščių r. sav.","Miestas ir kaimas","asmenys","23330"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Anykščių r. sav.","Miestas","asmenys","9498"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Anykščių r. sav.","Kaimas","asmenys","13832"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Anykščių r. sav.","Miestas ir kaimas","asmenys","22857"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Anykščių r. sav.","Miestas","asmenys","9326"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Anykščių r. sav.","Kaimas","asmenys","13531"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Anykščių r. sav.","Miestas ir kaimas","asmenys","22288"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Anykščių r. sav.","Miestas","asmenys","9127"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Anykščių r. sav.","Kaimas","asmenys","13161"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Ignalinos r. sav.","Miestas ir kaimas","asmenys","16537"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Ignalinos r. sav.","Miestas","asmenys","6361"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Ignalinos r. sav.","Kaimas","asmenys","10176"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Ignalinos r. sav.","Miestas ir kaimas","asmenys","16104"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Ignalinos r. sav.","Miestas","asmenys","6183"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Ignalinos r. sav.","Kaimas","asmenys","9921"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Ignalinos r. sav.","Miestas ir kaimas","asmenys","15587"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Ignalinos r. sav.","Miestas","asmenys","5965"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Ignalinos r. sav.","Kaimas","asmenys","9622"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Ignalinos r. sav.","Miestas ir kaimas","asmenys","15107"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Ignalinos r. sav.","Miestas","asmenys","5755"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Ignalinos r. sav.","Kaimas","asmenys","9352"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Ignalinos r. sav.","Miestas ir kaimas","asmenys","14619"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Ignalinos r. sav.","Miestas","asmenys","5606"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Ignalinos r. sav.","Kaimas","asmenys","9013"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Ignalinos r. sav.","Miestas ir kaimas","asmenys","14248"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Ignalinos r. sav.","Miestas","asmenys","5523"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Ignalinos r. sav.","Kaimas","asmenys","8725"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Ignalinos r. sav.","Miestas ir kaimas","asmenys","13981"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Ignalinos r. sav.","Miestas","asmenys","5438"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Ignalinos r. sav.","Kaimas","asmenys","8543"
